Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000014546	ldha	LG7	-	58924263	58929331	1.219076	2.553942	2.883070
ENSONIG00000014540	BRSK2	LG7	+	58945445	59125463	0.000000	0.000000	0.000000
ENSONIG00000014537	ABTB2	LG7	-	59124805	59164351	3.531838	5.633550	6.359550
ENSONIG00000014531	B4GALNT4	LG7	-	59167762	59314030	0.000000	0.000000	0.000000
ENSONIG00000038141	tmem86a	LG7	-	59342364	59352263	6.246319	8.782928	9.914791
ENSONIG00000014525	spty2d1	LG7	+	59354607	59358895	5.139423	7.191806	8.118620
ENSONIG00000014522	uevld	LG7	+	59359585	59363265	8.915874	12.803873	14.453918
ENSONIG00000014519	-	LG7	-	59365206	59373058	1.479523	2.182495	2.463755
ENSONIG00000014502	CPT1A	LG7	+	59385836	59404627	10.784556	22.890606	25.840536
ENSONIG00000033240	mrpl23	LG7	+	59439477	59487282	23.653452	50.610477	57.132694
ENSONIG00000039552	igf2b	LG7	-	59580589	59587023	15.729408	22.533010	25.436857
ENSONIG00000014488	nap1l4a	LG7	+	59612628	59625330	8.217728	17.615526	19.885654
ENSONIG00000020439	phlda2	LG7	+	59635121	59635537	56.589928	79.188614	89.393715
ENSONIG00000029764	-	LG7	+	59686015	59725231	0.000000	0.000000	0.000000
ENSONIG00000029488	-	LG7	-	59746028	59747044	0.000000	0.000000	0.000000
ENSONIG00000009684	OSBPL5	LG7	-	59786231	59832986	1.958831	8.344662	9.420045
ENSONIG00000030236	-	LG7	-	59837402	59898887	18.012701	25.205914	28.454222
ENSONIG00000037111	-	LG7	+	59906190	59907197	0.000000	0.000000	0.000000
ENSONIG00000028676	dusp8a	LG7	+	60062931	60095785	1.342997	1.879311	2.121499
ENSONIG00000035681	mob2a	LG7	+	60112234	60165332	5.260786	98.989655	111.746544
ENSONIG00000010513	kcnj11	LG7	-	60166919	60168091	0.000000	0.000000	0.000000
ENSONIG00000010493	abcc8	LG7	-	60169363	60226082	0.000000	0.000000	0.000000
ENSONIG00000010490	ush1c	LG7	-	60227164	60247276	0.000000	0.000000	0.000000
ENSONIG00000010489	ccdc77	LG7	+	60248596	60252293	2.159146	3.021382	3.410750
ENSONIG00000010486	hdhd5	LG7	+	60253378	60258657	9.341820	13.072393	14.757043
ENSONIG00000038252	RAB19	LG7	-	60258983	60264619	8.173279	11.437205	12.911128
ENSONIG00000032936	-	LG7	-	60263633	60264815	0.000000	0.000000	0.000000
ENSONIG00000043128	-	LG7	-	60266481	60267916	0.000000	0.000000	0.000000
ENSONIG00000032111	-	LG7	-	60277243	60284263	2.562390	3.585658	4.047744
ENSONIG00000010479	-	LG7	-	60285875	60287999	0.000000	0.000000	0.000000
ENSONIG00000010478	tmem17	LG7	+	60288391	60290748	0.000000	0.000000	0.000000
ENSONIG00000010476	agbl2	LG7	-	60291972	60300794	0.000000	0.000000	0.000000
ENSONIG00000010472	fnbp4	LG7	-	60302529	60309733	60.472027	84.620995	95.526176
ENSONIG00000010471	bscl2	LG7	+	60310088	60311353	2.225908	3.114805	3.516212
ENSONIG00000010467	cnot2	LG7	+	60321444	60328692	9.675294	14.190112	16.018805
ENSONIG00000010465	WASHC4	LG7	-	60330090	60344482	5.644435	7.898490	8.916375
ENSONIG00000010462	SLC41A2	LG7	+	60344101	60375339	0.000000	0.000000	0.000000
ENSONIG00000040442	-	LG7	-	60353227	60354250	0.000000	0.000000	0.000000
ENSONIG00000029851	-	LG7	+	60353494	60355214	0.000000	0.000000	0.000000
ENSONIG00000041230	-	LG7	+	60381215	60384202	0.000000	0.000000	0.000000
ENSONIG00000010461	etfbkmt	LG7	-	60431789	60437037	1.669246	2.335845	2.636867
ENSONIG00000036080	-	LG7	+	60432500	60433678	0.000000	0.000000	0.000000
ENSONIG00000021286	mterf2	LG7	+	60529754	60530881	1.372340	1.920372	2.167852
ENSONIG00000027181	zgc:153031	LG7	-	60536186	60539996	1.935115	2.707886	3.056854
ENSONIG00000010451	CRY1	LG7	-	60542075	60557318	9.308513	18.127369	20.463457
ENSONIG00000010442	ABTB3	LG7	+	60561427	60623344	1.346358	2.029686	2.291253
ENSONIG00000010440	mlc1	LG7	+	60629780	60634466	0.000000	0.000000	0.000000
ENSONIG00000010438	trabd	LG7	+	60644942	60650877	14.388044	20.133783	22.728439
ENSONIG00000010436	selenoo1	LG7	+	60651921	60659138	7.663295	10.754646	12.140606
ENSONIG00000033062	mapk12a	LG7	+	60660117	60668090	9.204225	17.856493	20.157675
ENSONIG00000010426	mtss1la	LG7	+	60678160	60700564	3.589105	10.498940	11.851948
ENSONIG00000010425	-	LG7	+	60706190	60799283	0.000000	0.000000	0.000000
ENSONIG00000028458	-	LG7	+	60837723	60854680	3.005726	4.206037	4.748071
ENSONIG00000038382	-	LG7	-	60884286	60907056	0.000000	0.000000	0.000000
ENSONIG00000010420	uri1	LG7	-	60909858	60925307	11.928222	16.691652	18.842718
ENSONIG00000040508	zgc:112052	LG7	+	60927006	60928952	15.428572	21.589836	24.372135
ENSONIG00000034357	UQCRFS1	LG7	-	60930350	60930757	174.740189	244.521149	276.032776
ENSONIG00000029822	-	LG7	+	60931262	60932647	0.000000	0.000000	0.000000
ENSONIG00000010415	rxylt1	LG7	+	60936246	60940326	9.404959	13.160746	14.856782
ENSONIG00000010412	SRGAP1	LG7	+	60941691	61013594	2.008417	6.190645	6.988438
ENSONIG00000010411	-	LG7	-	61016663	61021006	0.000000	0.000000	0.000000
ENSONIG00000010409	parp12a	LG7	+	61028516	61033072	2.256410	3.157487	3.564395
ENSONIG00000017783	tbxas1	LG7	-	61035028	61059646	1.986999	9.196440	10.381592
ENSONIG00000028907	-	LG7	-	61051433	61053123	0.000000	0.000000	0.000000
ENSONIG00000010383	hipk2	LG7	+	61123923	61185657	0.000000	0.000000	0.000000
ENSONIG00000022697	-	LG7	+	61192526	61227472	0.000000	0.000000	0.000000
ENSONIG00000010376	mical3a	LG7	+	61263059	61306028	1.521718	3.439957	3.883267
ENSONIG00000010371	ttc38	LG7	+	61308920	61318752	2.866253	8.678786	9.797229
ENSONIG00000010368	tspan33b	LG7	-	61320191	61331652	0.000000	0.000000	0.000000
ENSONIG00000010361	CRACR2A	LG7	-	61587137	61599752	0.000000	0.000000	0.000000
ENSONIG00000010356	TMTC2	LG7	+	61646063	61731032	0.000000	0.000000	0.000000
ENSONIG00000040043	-	LG7	+	61785049	61788450	0.000000	0.000000	0.000000
ENSONIG00000010352	slc23a4	LG7	-	61786962	61799283	0.000000	0.000000	0.000000
ENSONIG00000010351	-	LG7	+	61801551	61804613	0.000000	0.000000	0.000000
ENSONIG00000010348	BICD1	LG7	+	61806770	61843477	0.000000	0.000000	0.000000
ENSONIG00000010345	fgd4a	LG7	+	61844240	61888482	1.041834	11.965819	13.507864
ENSONIG00000010336	nup205	LG7	-	61890105	61905197	6.006095	9.456025	10.674631
ENSONIG00000010333	agk	LG7	+	61905424	61912086	11.302364	18.917471	21.355381
ENSONIG00000010332	dennd11	LG7	-	61915124	61918548	1.527260	2.137158	2.412575
ENSONIG00000010330	wee2	LG7	+	61919028	61922741	0.000000	0.000000	0.000000
ENSONIG00000027797	-	LG7	+	61924381	61925921	19.909962	27.860828	31.451277
ENSONIG00000010327	bcl2l13	LG7	-	61927412	61943965	2.093117	2.964997	3.347098
ENSONIG00000010324	atp6v1e1a	LG7	+	61945411	61953801	5.379578	8.138323	9.187116
ENSONIG00000010323	-	LG7	-	61955686	61960364	6.445163	9.323906	10.525486
ENSONIG00000037530	-	LG7	+	61965643	61997518	2.030689	2.841627	3.207829
ENSONIG00000010315	ada2a	LG7	+	62000050	62003785	4.591160	7.569869	8.545404
ENSONIG00000010314	-	LG7	-	62004629	62006242	0.000000	0.000000	0.000000
ENSONIG00000012326	GALNT8	LG7	-	62013171	62179949	0.000000	0.000000	0.000000
ENSONIG00000027649	-	LG7	+	62101786	62102841	0.000000	0.000000	0.000000
ENSONIG00000042148	GALNT8	LG7	-	62110379	62179087	0.000000	0.000000	0.000000
ENSONIG00000035883	-	LG7	-	62145951	62149279	0.000000	0.000000	0.000000
ENSONIG00000010310	GALNT8	LG7	-	62156977	62162676	0.000000	0.000000	0.000000
ENSONIG00000010305	ndufa9a	LG7	-	62185878	62192266	34.722866	116.748680	131.794174
ENSONIG00000010302	DYRK4	LG7	-	62193660	62217096	0.000000	0.000000	0.000000
ENSONIG00000010301	wfdc1	LG7	-	62218718	62229447	10.752873	15.046938	16.986050
ENSONIG00000010299	si:dkey-246g23.4	LG7	-	62247635	62254109	0.000000	0.000000	0.000000
ENSONIG00000010298	kcng4a	LG7	-	62279562	62363396	1.013046	1.417597	1.600284
ENSONIG00000028324	-	LG7	-	62339264	62391953	0.000000	0.000000	0.000000
ENSONIG00000036500	hsbp1b	LG7	+	62394664	62396110	58.259888	81.525459	92.031715
ENSONIG00000010288	-	LG7	-	62398645	62428011	1.108146	3.065672	3.460748
ENSONIG00000010287	mlycd	LG7	+	62435258	62448784	9.421971	13.184552	14.883656
ENSONIG00000010285	CDH13	LG7	-	62540913	62896634	0.000000	0.000000	0.000000
ENSONIG00000032947	-	LG7	-	62709362	62711162	0.000000	0.000000	0.000000
ENSONIG00000032436	ccnd2a	LG7	+	62990469	63141344	2.303861	7.134721	8.054179
ENSONIG00000042173	tigara	LG7	+	63149457	63154017	1.023284	1.431923	1.616457
ENSONIG00000010277	slc45a3	LG7	-	63169376	63209555	2.184152	3.056374	3.450251
ENSONIG00000027329	oni-mir-10714	LG7	-	63178134	63178196	0.000000	0.000000	0.000000
ENSONIG00000034623	-	LG7	+	63179630	63179941	0.000000	0.000000	0.000000
ENSONIG00000028180	-	LG7	+	63193765	63196728	0.000000	0.000000	0.000000
ENSONIG00000010272	zgc:154077	LG7	-	63212141	63225111	4.799511	7.012433	7.916131
ENSONIG00000010271	e2f4	LG7	+	63226874	63233896	4.201788	6.350113	7.168458
ENSONIG00000010266	ELMO3	LG7	+	63240815	63260558	19.229776	34.837414	39.326942
ENSONIG00000010264	-	LG7	-	63261382	63265302	2.943598	4.119098	4.649930
ENSONIG00000033564	-	LG7	-	63266473	63285696	0.000000	0.000000	0.000000
ENSONIG00000010259	MMP15	LG7	-	63297344	63304770	9.122690	12.765756	14.410889
ENSONIG00000010250	nup93	LG7	-	63316060	63345214	5.817165	9.572271	10.805858
ENSONIG00000035905	siah1	LG7	+	63386028	63408842	3.579164	10.582281	11.946028
ENSONIG00000007367	n4bp1	LG7	-	63412672	63432559	3.487485	4.880181	5.509094
ENSONIG00000039889	-	LG7	+	63484467	63593221	0.000000	0.000000	0.000000
ENSONIG00000038902	-	LG7	+	63676964	63678055	0.000000	0.000000	0.000000
ENSONIG00000029901	-	LG7	-	63761721	63762875	0.000000	0.000000	0.000000
ENSONIG00000007362	si:ch211-212o1.2	LG7	-	63867091	63915728	0.000000	0.000000	0.000000
ENSONIG00000007360	znf423	LG7	-	63919723	64049855	0.279934	1.904145	2.149534
ENSONIG00000007359	si:ch211-216l23.2	LG7	-	64067653	64075796	2.927001	4.496747	5.076246
ENSONIG00000007358	cnot1	LG7	+	64088156	64110025	10.349250	14.704037	16.598957
ENSONIG00000036886	-	LG7	-	64121549	64122955	0.000000	0.000000	0.000000
ENSONIG00000021285	steep1	LG7	-	64174386	64176961	71.702827	100.336723	113.267189
ENSONIG00000009503	sc5d	LG7	+	64181042	64184167	0.000000	0.000000	0.000000
ENSONIG00000032477	anapc13	LG7	-	64184580	64188850	20.156895	28.206373	31.841349
ENSONIG00000028806	-	LG7	+	64190497	64190913	1.429825	2.000813	2.258659
ENSONIG00000010243	rspry1	LG7	+	64191841	64204655	5.463388	8.799129	9.933080
ENSONIG00000010240	arl2bp	LG7	+	64206343	64208912	0.000000	0.000000	0.000000
ENSONIG00000010238	pllp	LG7	-	64210219	64216960	0.000000	0.000000	0.000000
ENSONIG00000010223	-	LG7	+	64233727	64240432	0.961733	1.785529	2.015631
ENSONIG00000010231	-	LG7	-	64239898	64267805	1.191285	2.061312	2.326955
ENSONIG00000027812	-	LG7	+	64255266	64258235	0.000000	0.000000	0.000000
ENSONIG00000042775	-	LG7	+	64258256	64260000	0.000000	0.000000	0.000000
ENSONIG00000010218	-	LG7	+	64276724	64382625	0.153542	4.693965	5.298881
ENSONIG00000031503	-	LG7	-	64323091	64324482	0.000000	0.000000	0.000000
ENSONIG00000010204	hsf4	LG7	+	64378058	64389861	0.000000	0.000000	0.000000
ENSONIG00000038461	GNAO1	LG7	+	64438046	64520480	0.000000	0.000000	0.000000
ENSONIG00000029509	oni-mir-10888	LG7	+	64514567	64514632	0.000000	0.000000	0.000000
ENSONIG00000010195	cbfb	LG7	+	64558618	64586826	5.938154	9.681175	10.928796
ENSONIG00000035441	-	LG7	-	64592901	64595015	0.000000	0.000000	0.000000
ENSONIG00000010193	phaf1	LG7	+	64597501	64606948	0.953470	1.423658	1.607125
ENSONIG00000010191	B3GNT9	LG7	-	64612010	64615280	0.000000	0.000000	0.000000
ENSONIG00000010187	bbs2	LG7	-	64618256	64627222	1.743086	2.557031	2.886558
ENSONIG00000010182	setd6	LG7	+	64668524	64671521	4.078689	7.428650	8.385986
ENSONIG00000039340	-	LG7	-	64730157	64732559	0.000000	0.000000	0.000000
ENSONIG00000039976	-	LG7	-	64746190	64767953	0.000000	0.000000	0.000000
ENSONIG00000019616	-	LG8	-	16511	18925	2.837449	3.970559	4.482248
ENSONIG00000030972	-	LG8	-	24377	27080	0.000000	0.000000	0.000000
ENSONIG00000035229	-	LG8	-	24562	53485	0.000000	0.000000	0.000000
ENSONIG00000042821	-	LG8	-	39554	42928	0.000000	0.000000	0.000000
ENSONIG00000018045	-	LG8	-	53649	66488	0.000000	0.000000	0.000000
ENSONIG00000034584	-	LG8	-	78793	81658	0.000000	0.000000	0.000000
ENSONIG00000019045	ABCA5	LG8	-	90454	110791	0.000000	0.000000	0.000000
ENSONIG00000019053	asb3	LG8	-	111643	117221	4.746343	6.641753	7.497681
ENSONIG00000019054	-	LG8	+	118816	125111	3.264508	4.568160	5.156863
ENSONIG00000031312	-	LG8	-	128221	144295	0.000000	0.000000	0.000000
ENSONIG00000041591	htra1b	LG8	-	147037	177662	56.687405	81.214691	91.680893
ENSONIG00000019056	PLEKHA1	LG8	-	190741	220177	4.278166	11.499989	12.982002
ENSONIG00000019057	-	LG8	+	219940	221343	2.098338	2.936291	3.314693
ENSONIG00000019058	WAPL	LG8	+	222676	255683	2.890948	8.946746	10.099721
ENSONIG00000035240	-	LG8	-	256911	257910	0.000000	0.000000	0.000000
ENSONIG00000019059	GRID1	LG8	+	554280	913430	0.000000	0.000000	0.000000
ENSONIG00000019060	MFAP4	LG8	-	720182	725104	2.705963	3.786565	4.274543
ENSONIG00000023101	-	LG8	-	948305	1079716	0.000000	0.000000	0.000000
ENSONIG00000036712	-	LG8	-	1084677	1095196	0.000000	0.000000	0.000000
ENSONIG00000030087	-	LG8	-	1104924	1110661	0.000000	0.000000	0.000000
ENSONIG00000019068	-	LG8	+	1159453	1269570	0.000000	0.000000	0.000000
ENSONIG00000035021	-	LG8	-	1215158	1218553	0.000000	0.000000	0.000000
ENSONIG00000019069	MFAP4	LG8	+	1231118	1238307	0.000000	0.000000	0.000000
ENSONIG00000029662	-	LG8	+	1245430	1425523	0.000000	0.000000	0.000000
ENSONIG00000019070	-	LG8	+	1285044	1287109	0.000000	0.000000	0.000000
ENSONIG00000035534	-	LG8	-	1322705	1323851	0.000000	0.000000	0.000000
ENSONIG00000032716	-	LG8	+	1335901	1341544	0.000000	0.000000	0.000000
ENSONIG00000029915	-	LG8	-	1350802	1354539	0.000000	0.000000	0.000000
ENSONIG00000035710	-	LG8	-	1414814	1417711	0.000000	0.000000	0.000000
ENSONIG00000019072	-	LG8	+	1421850	1423620	0.000000	0.000000	0.000000
ENSONIG00000006632	MFAP4	LG8	+	1448639	1535534	0.000000	0.000000	0.000000
ENSONIG00000019075	MFAP4	LG8	+	1448690	1456463	0.000000	0.000000	0.000000
ENSONIG00000035875	-	LG8	+	1465735	1522552	0.000000	0.000000	0.000000
ENSONIG00000043051	-	LG8	+	1493891	1520656	0.000000	0.000000	0.000000
ENSONIG00000041818	-	LG8	-	1531321	1532475	0.000000	0.000000	0.000000
ENSONIG00000019076	OXER1	LG8	-	1542262	1544699	0.000000	0.000000	0.000000
ENSONIG00000019077	STXBP4	LG8	+	1548222	1594530	0.000000	0.000000	0.000000
ENSONIG00000039801	HLF	LG8	+	1611307	1623048	3.592473	5.027095	5.674941
ENSONIG00000021184	TMEM100	LG8	-	1653360	1654283	29.263285	40.949318	46.226490
ENSONIG00000019082	-	LG8	+	1722746	1738035	0.000000	0.000000	0.000000
ENSONIG00000040505	nog3	LG8	+	1746590	1747507	8.687037	12.156129	13.722698
ENSONIG00000019084	CBX2	LG8	-	1756105	1759863	4.816279	6.739617	7.608158
ENSONIG00000041048	-	LG8	+	1769701	1771062	0.000000	0.000000	0.000000
ENSONIG00000011028	-	LG8	+	1773180	1774500	0.000000	0.000000	0.000000
ENSONIG00000037531	cox11	LG8	+	1780160	1782713	19.534605	32.434071	36.613873
ENSONIG00000027895	-	LG8	+	1788797	1791705	3.002506	4.201530	4.742985
ENSONIG00000042046	-	LG8	-	1792045	1793199	0.000000	0.000000	0.000000
ENSONIG00000042733	rab40b	LG8	+	1800137	1815864	0.000000	0.000000	0.000000
ENSONIG00000019090	p4ha1a	LG8	+	1816854	1825593	5.293854	14.341140	16.189293
ENSONIG00000019093	arg1	LG8	-	1825725	1831682	18.672281	26.933176	30.404076
ENSONIG00000019095	heatr1	LG8	-	1836486	1851096	5.976199	8.362741	9.440454
ENSONIG00000019101	-	LG8	+	1859112	1872308	0.000000	0.000000	0.000000
ENSONIG00000041272	-	LG8	-	1874159	1874868	11.999690	16.791660	18.955616
ENSONIG00000041734	-	LG8	-	1990613	1998820	4.418613	14.468479	16.333044
ENSONIG00000019102	phyhipla	LG8	-	2027194	2036622	0.000000	0.000000	0.000000
ENSONIG00000019104	-	LG8	+	2037728	2041082	0.000000	0.000000	0.000000
ENSONIG00000019105	A1CF	LG8	-	2053344	2064885	0.000000	0.000000	0.000000
ENSONIG00000019107	PRKG1	LG8	+	2073473	2144649	0.000000	0.000000	0.000000
ENSONIG00000029276	-	LG8	+	2148003	2156419	0.000000	0.000000	0.000000
ENSONIG00000027638	-	LG8	+	2153367	2160223	0.000000	0.000000	0.000000
ENSONIG00000019110	asah2	LG8	-	2160413	2180423	0.000000	0.000000	0.000000
ENSONIG00000032722	-	LG8	+	2170195	2171211	0.000000	0.000000	0.000000
ENSONIG00000019111	-	LG8	+	2190255	2198518	1.936246	2.791873	3.151664
ENSONIG00000033106	-	LG8	-	2217006	2222123	0.000000	0.000000	0.000000
ENSONIG00000019115	MFAP4	LG8	-	2231038	2277088	0.000000	0.000000	0.000000
ENSONIG00000019116	slc16a12b	LG8	+	2287493	2294204	0.000000	0.000000	0.000000
ENSONIG00000034766	-	LG8	-	2294684	2296255	1.037275	1.451501	1.638558
ENSONIG00000019118	-	LG8	-	2298840	2311694	1.930166	3.074505	3.470719
ENSONIG00000019119	bbs1	LG8	+	2312142	2319159	1.533220	2.145498	2.421990
ENSONIG00000019120	-	LG8	+	2320931	2321692	6.888889	9.639906	10.882209
ENSONIG00000029442	minpp1b	LG8	+	2332902	2336401	17.999075	25.186846	28.432693
ENSONIG00000016387	atad1b	LG8	-	2341427	2490724	13.156295	19.242636	21.722450
ENSONIG00000019123	ptena	LG8	+	2359668	2370669	5.685199	9.998025	11.286479
ENSONIG00000019125	rnls	LG8	-	2372338	2375866	31.884043	44.616653	50.366436
ENSONIG00000019127	lipf	LG8	+	2375827	2382583	8.770158	18.192234	20.536682
ENSONIG00000019128	ankrd22	LG8	-	2383054	2384959	43.246422	60.516495	68.315308
ENSONIG00000019129	STAMBPL1	LG8	+	2386666	2394000	9.489337	13.278820	14.990072
ENSONIG00000005683	acta2	LG8	-	2399090	2403875	119.550079	334.833344	377.983582
ENSONIG00000040070	ch25h	LG8	-	2420762	2422635	1.308105	1.875186	2.116843
ENSONIG00000019131	ch25h	LG8	-	2435485	2436778	1.741522	2.436983	2.751040
ENSONIG00000036970	-	LG8	+	2448298	2449707	0.000000	0.000000	0.000000
ENSONIG00000035612	-	LG8	+	2458713	2478013	3.391384	4.745703	5.357286
ENSONIG00000019137	-	LG8	+	2476732	2512276	1.218915	13.329515	15.047300
ENSONIG00000019138	noc3l	LG8	-	2512481	2521919	9.682043	13.943587	15.740510
ENSONIG00000038234	-	LG8	+	2518282	2521332	0.000000	0.000000	0.000000
ENSONIG00000040590	-	LG8	-	2522616	2523641	0.000000	0.000000	0.000000
ENSONIG00000019139	-	LG8	+	2523956	2525393	0.000000	0.000000	0.000000
ENSONIG00000027783	-	LG8	-	2524147	2526544	8.664151	12.124103	13.686546
ENSONIG00000029273	nudt13	LG8	-	2527755	2529691	7.093235	9.925856	11.205009
ENSONIG00000019140	rpp30	LG8	+	2535032	2548699	13.441102	20.047279	22.630789
ENSONIG00000019143	SYDE1	LG8	+	2779048	2791194	11.028371	18.345139	20.709290
ENSONIG00000029701	-	LG8	+	2796181	2798952	5.399838	7.556216	8.529991
ENSONIG00000030261	-	LG8	+	2840796	2843411	0.000000	0.000000	0.000000
ENSONIG00000019145	JAKMIP3	LG8	+	2954408	3005528	0.000000	0.000000	0.000000
ENSONIG00000029798	-	LG8	+	3011535	3013769	0.000000	0.000000	0.000000
ENSONIG00000019146	dpysl4	LG8	+	3024382	3040493	0.468805	1.459972	1.648120
ENSONIG00000019150	-	LG8	+	3050780	3057635	0.000000	0.000000	0.000000
ENSONIG00000032076	-	LG8	+	3196197	3197768	1.520062	2.127085	2.401205
ENSONIG00000038807	-	LG8	-	3224559	3225866	0.000000	0.000000	0.000000
ENSONIG00000018038	CHMP6	LG8	+	3254642	3259134	21.898664	30.884451	34.864555
ENSONIG00000035644	AATK	LG8	-	3348273	3360188	0.000000	0.000000	0.000000
ENSONIG00000040631	oni-mir-338-3	LG8	-	3355677	3355736	0.000000	0.000000	0.000000
ENSONIG00000028771	-	LG8	-	3434466	3440206	0.000000	0.000000	0.000000
ENSONIG00000038090	-	LG8	-	3450018	3454029	1.905323	2.666197	3.009792
ENSONIG00000031000	-	LG8	+	3456510	3462569	2.498872	3.496774	3.947407
ENSONIG00000034349	-	LG8	+	3466430	3467604	0.000000	0.000000	0.000000
ENSONIG00000018046	-	LG8	+	3476545	3606155	0.000000	0.000000	0.000000
ENSONIG00000018047	-	LG8	-	3500855	3516332	5.848350	8.183837	9.238495
ENSONIG00000018050	cep131	LG8	-	3522008	3541829	9.872152	14.382526	16.236013
ENSONIG00000042447	-	LG8	-	3581278	3582961	3.616162	5.060245	5.712362
ENSONIG00000018054	nploc4	LG8	-	3587239	3601438	7.065866	12.877254	14.536757
ENSONIG00000036818	-	LG8	+	3607183	3613374	0.000000	0.000000	0.000000
ENSONIG00000040991	-	LG8	+	3615023	3621067	0.000000	0.000000	0.000000
ENSONIG00000029012	-	LG8	+	3627113	3629923	1.320545	1.847893	2.086032
ENSONIG00000018058	-	LG8	+	3632488	3638029	0.000000	0.000000	0.000000
ENSONIG00000034249	-	LG8	-	3650248	3650649	3.567164	4.991679	5.634961
ENSONIG00000018061	gprc5c	LG8	-	3675506	3680534	2.034673	2.847202	3.214123
ENSONIG00000030107	GPR142	LG8	-	3689297	3699070	0.000000	0.000000	0.000000
ENSONIG00000018065	map2k6	LG8	+	3720455	3757354	0.000000	0.000000	0.000000
ENSONIG00000021233	kcnj2a	LG8	-	3822236	3823513	1.313771	1.838414	2.075332
ENSONIG00000039192	-	LG8	-	3828312	3840583	0.000000	0.000000	0.000000
ENSONIG00000029668	KCNJ16	LG8	-	3844419	3862737	13.218095	18.496624	20.880299
ENSONIG00000035220	-	LG8	-	3924357	3928421	0.000000	0.000000	0.000000
ENSONIG00000018072	-	LG8	+	3928442	3933040	1.121677	1.569609	1.771886
ENSONIG00000018074	exoc7	LG8	-	3936969	3949300	24.455730	35.168507	39.700703
ENSONIG00000018080	tvp23b	LG8	-	3950388	3955449	18.626146	26.064333	29.423265
ENSONIG00000018081	trim16	LG8	-	3956835	3966006	13.741202	19.228630	21.706638
ENSONIG00000027987	FADS6	LG8	-	3970698	3980959	0.000000	0.000000	0.000000
ENSONIG00000018089	OTOP3	LG8	+	4000954	4006473	2.358624	3.300520	3.725860
ENSONIG00000018092	HID1	LG8	-	4006611	4021879	0.905288	1.591948	1.797104
ENSONIG00000018098	-	LG8	+	4020196	4030549	5.800535	8.116927	9.162962
ENSONIG00000029134	-	LG8	+	4035955	4037418	35.173260	49.219391	55.562332
ENSONIG00000018099	-	LG8	+	4038285	4039688	21.730072	30.407785	34.326462
ENSONIG00000018100	-	LG8	-	4040092	4043655	9.758406	13.655338	15.415113
ENSONIG00000043195	-	LG8	+	4047494	4049095	0.000000	0.000000	0.000000
ENSONIG00000033191	-	LG8	+	4056361	4057962	1.777154	2.486845	2.807327
ENSONIG00000032308	-	LG8	-	4069487	4070197	127.368591	178.232117	201.201035
ENSONIG00000018101	-	LG8	-	4075237	4080981	34.145344	47.780983	53.938560
ENSONIG00000038579	ccr10	LG8	+	4095960	4101967	0.000000	0.000000	0.000000
ENSONIG00000018104	FMNL1	LG8	+	4117287	4155810	1.024794	2.535981	2.862795
ENSONIG00000018112	GRB7	LG8	-	4347882	4365242	0.000000	0.000000	0.000000
ENSONIG00000041559	arf2b	LG8	-	4374953	4382955	73.820374	103.299889	116.612228
ENSONIG00000018116	-	LG8	-	4400853	4403613	0.000000	0.000000	0.000000
ENSONIG00000018118	-	LG8	+	4415707	4427404	0.000000	0.000000	0.000000
ENSONIG00000018119	grnb	LG8	-	4430171	4444790	18.265377	32.512737	36.702679
ENSONIG00000018126	FAM171A2	LG8	-	4448014	4459130	0.000000	0.000000	0.000000
ENSONIG00000038106	CRHR1	LG8	+	4513822	4601572	0.000000	0.000000	0.000000
ENSONIG00000018135	KANSL1	LG8	+	4621982	4686871	13.530210	20.307505	22.924549
ENSONIG00000018136	-	LG8	-	4661757	4699400	0.000000	0.000000	0.000000
ENSONIG00000018138	-	LG8	+	4703763	4724586	0.000000	0.000000	0.000000
ENSONIG00000040716	-	LG8	-	4706116	4708716	0.000000	0.000000	0.000000
ENSONIG00000035850	-	LG8	-	4726487	4752656	0.000000	0.000000	0.000000
ENSONIG00000039199	zgc:92749	LG8	-	4762296	4774939	1.066377	1.492225	1.684530
ENSONIG00000018143	-	LG8	+	4794530	4873391	0.000000	0.000000	0.000000
ENSONIG00000018146	CHUK	LG8	+	4878569	4901553	1.064116	2.393162	2.701570
ENSONIG00000018157	-	LG8	-	4909388	4923329	5.490717	7.683386	8.673551
ENSONIG00000018159	tubgcp2	LG8	-	4924792	4935893	2.939554	5.190712	5.859643
ENSONIG00000034447	oni-mir-10754	LG8	-	4928567	4928635	0.000000	0.000000	0.000000
ENSONIG00000018163	kctd2	LG8	+	4949220	4962663	0.000000	0.000000	0.000000
ENSONIG00000032659	SLC16A5	LG8	+	4970543	4984054	0.708950	2.089825	2.359143
ENSONIG00000018168	-	LG8	+	4986155	4999152	6.858978	9.598050	10.834959
ENSONIG00000018174	acsf2	LG8	+	5000622	5030148	0.653691	2.245692	2.535096
ENSONIG00000018179	chad	LG8	-	5018135	5022988	48.388142	67.711517	76.437553
ENSONIG00000031451	armc7	LG8	-	5033045	5034601	1.737864	2.431865	2.745261
ENSONIG00000018181	ndel1a	LG8	-	5040888	5056063	1.689911	3.669082	4.141920
ENSONIG00000018187	ARHGAP44	LG8	-	5071338	5166526	0.000000	0.000000	0.000000
ENSONIG00000042359	-	LG8	+	5157701	5158717	0.000000	0.000000	0.000000
