GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
51121	2.12e-02	3.81e-03	0.0791	-2.8934164	-0.2289529	1835.36	RPL26L1	ribosomal protein L26 like 1
2773	2.12e-02	3.81e-03	0.0621	2.8930972	0.1795446	2806.54	GNAI3	G protein subunit alpha i3
8817	2.12e-02	3.82e-03	0.3806	-2.8929824	-1.1011979	54.53	FGF18	fibroblast growth factor 18
51228	2.12e-02	3.81e-03	0.186	-2.893079	-0.5382495	1961.89	GLTP	glycolipid transfer protein
25886	2.12e-02	3.82e-03	0.1918	2.8928491	0.5547751	813.66	POC1A	POC1 centriolar protein A
124944	2.13e-02	3.82e-03	0.0993	2.8923996	0.2872516	703.94	C17orf49	chromosome 17 open reading frame 49
528	2.13e-02	3.83e-03	0.1849	2.8921699	0.5347977	2975.01	ATP6V1C1	ATPase H+ transporting V1 subunit C1
6610	2.13e-02	3.84e-03	0.2977	2.8913898	0.860904	687.45	SMPD2	sphingomyelin phosphodiesterase 2
4327	2.15e-02	3.87e-03	0.4199	-2.8888719	-1.2130629	139.5	MMP19	matrix metallopeptidase 19
4644	2.15e-02	3.87e-03	0.2967	-2.8881712	-0.8568082	2631.75	MYO5A	myosin VA
80714	2.15e-02	3.87e-03	0.3254	-2.8882572	-0.9399236	336.48	PBX4	PBX homeobox 4
286826	2.15e-02	3.88e-03	0.2189	2.8877391	0.6320301	322.67	LIN9	lin-9 DREAM MuvB core complex component
23293	2.16e-02	3.89e-03	0.077	-2.8872014	-0.222252	2116.83	SMG6	SMG6 nonsense mediated mRNA decay factor
81622	2.16e-02	3.90e-03	0.1266	-2.88592	-0.3652246	1004.38	UNC93B1	unc-93 homolog B1, TLR signaling regulator
9297	2.17e-02	3.92e-03	0.1636	2.8847701	0.4719803	52.85	SNORD29	small nucleolar RNA, C/D box 29
1871	2.18e-02	3.92e-03	0.1392	2.8841449	0.4013312	1400.82	E2F3	E2F transcription factor 3
79741	2.18e-02	3.93e-03	0.2012	2.8834011	0.5800169	62.23	CCDC7	coiled-coil domain containing 7
4004	2.18e-02	3.93e-03	0.3645	-2.8834531	-1.0508746	59.5	LMO1	LIM domain only 1
10193	2.18e-02	3.94e-03	0.0717	-2.8832042	-0.2067829	1866.54	RNF41	ring finger protein 41
6741	2.18e-02	3.94e-03	0.0781	2.8830094	0.2252427	4760.57	SSB	small RNA binding exonuclease protection factor La
105375728	2.19e-02	3.95e-03	0.3344	2.882215	0.9638769	30.1	LOC105375728	uncharacterized LOC105375728
898	2.19e-02	3.95e-03	0.0875	2.8817766	0.2522478	1667.71	CCNE1	cyclin E1
219743	2.19e-02	3.97e-03	0.1924	2.8807225	0.5541751	1718.25	TYSND1	trypsin like peroxisomal matrix peptidase 1
26576	2.19e-02	3.97e-03	0.2159	-2.8807398	-0.6218179	36.77	SRPK3	SRSF protein kinase 3
29110	2.20e-02	3.98e-03	0.1688	2.8799436	0.4861697	1301.08	TBK1	TANK binding kinase 1
11193	2.20e-02	3.99e-03	0.1515	2.8793221	0.4361661	878.51	WBP4	WW domain binding protein 4
84946	2.20e-02	3.99e-03	0.1623	2.8792004	0.4671572	2326.44	LTV1	LTV1 ribosome biogenesis factor
57699	2.21e-02	4.00e-03	0.3678	-2.878105	-1.0585112	126.41	CPNE5	copine 5
11052	2.21e-02	4.00e-03	0.0437	-2.877785	-0.1258236	4099.87	CPSF6	cleavage and polyadenylation specific factor 6
54820	2.21e-02	4.01e-03	0.1768	-2.8777465	-0.5089133	1702.27	NDE1	nudE neurodevelopment protein 1
23254	2.22e-02	4.02e-03	0.3187	-2.8768859	-0.916896	777.38	KAZN	kazrin, periplakin interacting protein
132884	2.22e-02	4.02e-03	0.526	-2.8769245	-1.5131758	10.02	EVC2	EvC ciliary complex subunit 2
10220	2.22e-02	4.02e-03	0.2334	2.8767806	0.6715471	1044.3	GDF11	growth differentiation factor 11
1580	2.22e-02	4.03e-03	1.8648	-2.8761671	-5.3634798	506.64	CYP4B1	cytochrome P450 family 4 subfamily B member 1
284996	2.22e-02	4.03e-03	0.1475	-2.8756675	-0.4241811	1240.22	RNF149	ring finger protein 149
221178	2.23e-02	4.05e-03	0.4412	-2.8739644	-1.2680587	92.68	SPATA13	spermatogenesis associated 13
132	2.24e-02	4.06e-03	0.1769	-2.8735681	-0.5082635	940.87	ADK	adenosine kinase
3954	2.24e-02	4.06e-03	0.071	2.8733375	0.203909	4028.04	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
54700	2.24e-02	4.06e-03	0.1053	2.8733346	0.3025463	1699.52	RRN3	RRN3 homolog, RNA polymerase I transcription factor
57514	2.24e-02	4.07e-03	0.3247	-2.872965	-0.9327944	681.2	ARHGAP31	Rho GTPase activating protein 31
102723811	2.24e-02	4.07e-03	0.4775	2.8724531	1.3716197	36.9	LOC102723811	uncharacterized LOC102723811
25897	2.24e-02	4.08e-03	0.0698	-2.8722017	-0.2003522	1086.21	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
10038	2.24e-02	4.08e-03	0.1638	2.8717866	0.470339	1436.88	PARP2	poly(ADP-ribose) polymerase 2
5286	2.25e-02	4.10e-03	0.1145	-2.8705422	-0.3287368	1639.48	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
23102	2.25e-02	4.10e-03	0.1641	-2.8705244	-0.470933	1196.57	TBC1D2B	TBC1 domain family member 2B
105375355	2.25e-02	4.10e-03	0.7392	-2.8702363	-2.1217956	171.13	UPK3B	uroplakin 3B
56895	2.25e-02	4.10e-03	0.2476	2.8700206	0.7105334	1228.07	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
1111	2.26e-02	4.11e-03	0.2457	2.8692879	0.7050471	852.19	CHEK1	checkpoint kinase 1
90102	2.26e-02	4.13e-03	0.9588	-2.8681607	-2.750091	19.42	PHLDB2	pleckstrin homology like domain family B member 2
54058	2.26e-02	4.13e-03	0.3157	2.8681771	0.9055956	482.48	C21orf58	chromosome 21 open reading frame 58
10945	2.26e-02	4.13e-03	0.1383	-2.8680345	-0.396543	10410.12	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
988	2.27e-02	4.14e-03	0.0617	2.8674919	0.1770491	1816.31	CDC5L	cell division cycle 5 like
1364	2.28e-02	4.15e-03	0.9236	-2.866206	-2.6471209	1411.58	CLDN4	claudin 4
126374	2.28e-02	4.16e-03	0.2261	2.8655749	0.6479459	2740.95	WTIP	WT1 interacting protein
80142	2.28e-02	4.17e-03	0.0863	-2.8650036	-0.2473537	4126.15	PTGES2	prostaglandin E synthase 2
283624	2.29e-02	4.18e-03	0.3269	2.8640685	0.9361561	527.45	LINC00641	long intergenic non-protein coding RNA 641
400617	2.30e-02	4.21e-03	0.4503	2.8620784	1.2889141	15.87	KCNJ2-AS1	KCNJ2 antisense RNA 1
150737	2.31e-02	4.22e-03	0.1279	2.8615626	0.3661116	102.24	TTC30B	tetratricopeptide repeat domain 30B
119559	2.31e-02	4.23e-03	0.0678	2.8606234	0.1939121	913.32	SFXN4	sideroflexin 4
105369971	2.31e-02	4.23e-03	0.3918	-2.8605793	-1.120769	35.35	FIGNL2-DT	FIGNL2 divergent transcript
51300	2.32e-02	4.24e-03	0.1384	-2.8599961	-0.3957678	3028.64	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
57664	2.32e-02	4.24e-03	0.4002	-2.8594449	-1.1442613	1355.33	PLEKHA4	pleckstrin homology domain containing A4
166929	2.32e-02	4.25e-03	0.2462	-2.8589441	-0.703755	984.34	SGMS2	sphingomyelin synthase 2
11095	2.32e-02	4.25e-03	0.5285	-2.8586314	-1.5108502	21.96	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
2863	2.32e-02	4.26e-03	0.6331	-2.8585025	-1.809681	13.24	GPR39	G protein-coupled receptor 39
729975	2.33e-02	4.26e-03	0.2982	-2.8581745	-0.8522107	15.01	LINC01530	long intergenic non-protein coding RNA 1530
100528031	2.33e-02	4.27e-03	0.1355	-2.8576616	-0.38731	1380.28	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)
106144526	2.33e-02	4.28e-03	0.8834	-2.8570319	-2.5240267	74.11	PLA2G4C-AS1	PLA2G4C antisense RNA 1
867	2.34e-02	4.29e-03	0.1189	2.8560366	0.339648	2056.11	CBL	Cbl proto-oncogene
399668	2.34e-02	4.29e-03	0.4706	-2.8560234	-1.3439449	79.16	SMIM10L2A	small integral membrane protein 10 like 2A
2909	2.34e-02	4.29e-03	0.1554	-2.8558139	-0.443785	4565.79	ARHGAP35	Rho GTPase activating protein 35
29774	2.35e-02	4.31e-03	0.4008	-2.8547045	-1.1440684	12.68	POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene
219855	2.36e-02	4.33e-03	0.5892	-2.8529975	-1.6810238	18.39	SLC37A2	solute carrier family 37 member 2
653464	2.36e-02	4.34e-03	0.2365	-2.8520637	-0.674531	848.35	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C
51441	2.37e-02	4.35e-03	0.1143	2.8519379	0.325979	3522.68	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
105375564	2.37e-02	4.36e-03	0.3698	-2.8511812	-1.0542252	14.89	ZNF775-AS1	ZNF775 antisense RNA 1
5590	2.38e-02	4.38e-03	0.1111	-2.8491715	-0.3164236	1379.16	PRKCZ	protein kinase C zeta
121053	2.39e-02	4.39e-03	0.0743	2.848599	0.2116687	1009.13	NOPCHAP1	NOP protein chaperone 1
2068	2.39e-02	4.40e-03	0.0809	-2.8477354	-0.2304756	2570.11	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit
191	2.40e-02	4.41e-03	0.0447	-2.8474576	-0.1271801	23083.85	AHCY	adenosylhomocysteinase
340390	2.40e-02	4.42e-03	0.2284	-2.8461759	-0.6501938	43.76	WDR97	WD repeat domain 97
6728	2.41e-02	4.43e-03	0.1219	2.8458956	0.3470327	1396.24	SRP19	signal recognition particle 19
64151	2.41e-02	4.43e-03	0.3053	2.8456338	0.8686468	547.1	NCAPG	non-SMC condensin I complex subunit G
2273	2.41e-02	4.44e-03	0.6722	-2.8453615	-1.9126087	461.31	FHL1	four and a half LIM domains 1
113622	2.41e-02	4.45e-03	0.0878	2.8445057	0.2496404	756.87	ADPRHL1	ADP-ribosylhydrolase like 1
9836	2.41e-02	4.45e-03	0.1892	2.8445397	0.5381804	224.87	LCMT2	leucine carboxyl methyltransferase 2
6277	2.42e-02	4.46e-03	0.5128	-2.8439298	-1.458475	45.17	S100A6	S100 calcium binding protein A6
105378230	2.42e-02	4.46e-03	0.4731	-2.8435963	-1.3452936	10	LOC105378230	uncharacterized LOC105378230
55384	2.42e-02	4.46e-03	0.3357	-2.8433688	-0.9545713	4001.62	MEG3	maternally expressed 3
23144	2.42e-02	4.47e-03	0.0754	-2.8428746	-0.2143559	1223.88	ZC3H3	zinc finger CCCH-type containing 3
56938	2.43e-02	4.49e-03	0.2991	-2.8414771	-0.8499991	725.72	BMAL2	basic helix-loop-helix ARNT like 2
10367	2.44e-02	4.50e-03	0.0958	2.8407283	0.2720684	2847.9	MICU1	mitochondrial calcium uptake 1
9994	2.44e-02	4.51e-03	0.1335	2.8401365	0.37917	431.79	CASP8AP2	caspase 8 associated protein 2
30849	2.44e-02	4.52e-03	0.2745	2.8396056	0.7794734	1866.63	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
204	2.44e-02	4.52e-03	0.2306	-2.8394228	-0.654668	5093.71	AK2	adenylate kinase 2
6426	2.45e-02	4.53e-03	0.1201	2.8389859	0.340843	6660.07	SRSF1	serine and arginine rich splicing factor 1
10908	2.45e-02	4.53e-03	0.1695	2.8388925	0.481156	5711.1	PNPLA6	patatin like phospholipase domain containing 6
147808	2.45e-02	4.53e-03	0.1832	2.8388331	0.5199361	331.68	ZNF784	zinc finger protein 784
22862	2.45e-02	4.53e-03	0.1585	-2.8385547	-0.4499928	2023.47	FNDC3A	fibronectin type III domain containing 3A
10672	2.46e-02	4.55e-03	0.1493	-2.8372102	-0.4234559	1720.65	GNA13	G protein subunit alpha 13
9648	2.46e-02	4.56e-03	0.187	-2.8369095	-0.5303669	732.07	GCC2	GRIP and coiled-coil domain containing 2
100101148	2.46e-02	4.56e-03	0.2881	-2.8368396	-0.8174189	93.56	LOC100101148	FKBP prolyl isomerase 6 pseudogene
105378691	2.46e-02	4.56e-03	0.2524	2.836578	0.7160351	29.98	LOC105378691	uncharacterized LOC105378691
3621	2.46e-02	4.57e-03	0.2731	2.836073	0.7745516	461.59	ING1	inhibitor of growth family member 1
91039	2.47e-02	4.57e-03	0.1237	-2.8358321	-0.3508913	3285.72	DPP9	dipeptidyl peptidase 9
100302736	2.47e-02	4.59e-03	0.145	-2.834482	-0.4110969	404.62	TMED7-TICAM2	TMED7-TICAM2 readthrough
140467	2.47e-02	4.59e-03	0.1087	-2.8345601	-0.3080921	2824.36	ZNF358	zinc finger protein 358
5230	2.48e-02	4.60e-03	0.158	2.8341121	0.4477879	16530.43	PGK1	phosphoglycerate kinase 1
2683	2.48e-02	4.60e-03	0.2267	-2.8337633	-0.6423954	5050.37	B4GALT1	beta-1,4-galactosyltransferase 1
105376615	2.48e-02	4.60e-03	0.1617	2.8336388	0.4580797	59.76	LOC105376615	uncharacterized LOC105376615
104169670	2.48e-02	4.61e-03	0.1328	2.8329767	0.3761965	86.87	RXYLT1-AS1	RXYLT1 antisense RNA 1
122618	2.48e-02	4.61e-03	0.6812	-2.8330096	-1.9299061	466.41	PLD4	phospholipase D family member 4
692212	2.49e-02	4.63e-03	0.2692	2.832053	0.7623	32.26	SNORD99	small nucleolar RNA, C/D box 99
27043	2.49e-02	4.63e-03	0.1155	2.8320068	0.32716	4604.94	PELP1	proline, glutamate and leucine rich protein 1
5190	2.50e-02	4.64e-03	0.1479	-2.83073	-0.4187942	1246.07	PEX6	peroxisomal biogenesis factor 6
51207	2.50e-02	4.65e-03	0.6776	-2.8300747	-1.9175954	51.98	DUSP13	dual specificity phosphatase 13
1742	2.52e-02	4.70e-03	0.2595	2.8272143	0.7336063	2445.09	DLG4	discs large MAGUK scaffold protein 4
222663	2.54e-02	4.72e-03	1.0714	-2.8253429	-3.0271223	100.26	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
7503	2.54e-02	4.72e-03	0.1455	-2.8253016	-0.4111928	3263.06	XIST	X inactive specific transcript
105373184	2.54e-02	4.73e-03	0.3993	-2.8251293	-1.127974	10.92	LOC105373184	
9048	2.54e-02	4.73e-03	0.318	-2.8247769	-0.8982669	42.62	ARTN	artemin
83479	2.55e-02	4.74e-03	0.2348	2.8239178	0.6630588	695.71	DDX59	DEAD-box helicase 59
55681	2.55e-02	4.74e-03	0.1198	2.8238809	0.3382527	1333.85	SCYL2	SCY1 like pseudokinase 2
4929	2.55e-02	4.76e-03	0.6569	2.8230588	1.8545543	186.7	NR4A2	nuclear receptor subfamily 4 group A member 2
6884	2.56e-02	4.77e-03	0.2495	2.8220564	0.7039793	597.49	TAF13	TATA-box binding protein associated factor 13
101928238	2.56e-02	4.77e-03	0.2548	-2.8220536	-0.7189852	40.95	ZNF426-DT	ZNF426 divergent transcript
140680	2.56e-02	4.78e-03	0.1886	2.8217927	0.532171	492.53	C20orf96	chromosome 20 open reading frame 96
27289	2.56e-02	4.78e-03	0.5485	-2.8214081	-1.5474809	44.89	RND1	Rho family GTPase 1
30011	2.56e-02	4.78e-03	0.3895	-2.8214836	-1.0988498	3600.41	SH3KBP1	SH3 domain containing kinase binding protein 1
402778	2.56e-02	4.78e-03	0.2805	-2.8212261	-0.7912683	370.16	IFITM10	interferon induced transmembrane protein 10
79819	2.56e-02	4.79e-03	0.3076	2.8210489	0.8676709	102.83	DNAI4	dynein axonemal intermediate chain 4
83540	2.56e-02	4.79e-03	0.3211	2.8208412	0.9057526	284.05	NUF2	NUF2 component of NDC80 kinetochore complex
2852	2.56e-02	4.79e-03	0.4742	-2.8208469	-1.3376027	760.38	GPER1	G protein-coupled estrogen receptor 1
23642	2.56e-02	4.79e-03	0.0905	2.8205031	0.255119	2204.47	SNHG1	small nucleolar RNA host gene 1
8089	2.57e-02	4.80e-03	0.1053	2.8201281	0.2968245	382.2	YEATS4	YEATS domain containing 4
1917	2.57e-02	4.82e-03	0.2118	-2.819121	-0.5971257	23920.96	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
54756	2.58e-02	4.82e-03	0.3624	-2.8184925	-1.0215113	869.3	IL17RD	interleukin 17 receptor D
3156	2.58e-02	4.83e-03	0.179	2.8182315	0.5045745	3001.96	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
4513	2.58e-02	4.83e-03	0.1072	-2.8182519	-0.3020523	282986.28	COX2	cytochrome c oxidase subunit II
163115	2.58e-02	4.83e-03	0.2885	2.8179199	0.8129127	83.16	ZNF781	zinc finger protein 781
148254	2.58e-02	4.84e-03	0.1414	2.8177958	0.3984101	220.26	ZNF555	zinc finger protein 555
10629	2.58e-02	4.84e-03	0.1424	2.8176604	0.4013105	696.31	TAF6L	TATA-box binding protein associated factor 6 like
7381	2.58e-02	4.84e-03	0.0696	-2.8171812	-0.1960396	6259.88	UQCRB	ubiquinol-cytochrome c reductase binding protein
5682	2.58e-02	4.84e-03	0.0712	2.8173203	0.20056	4675.84	PSMA1	proteasome 20S subunit alpha 1
57213	2.58e-02	4.84e-03	0.2192	2.8172381	0.6174378	610.88	SPRYD7	SPRY domain containing 7
284124	2.58e-02	4.85e-03	0.2166	2.8169179	0.6102313	772.96	FLJ36000	uncharacterized FLJ36000
5194	2.58e-02	4.85e-03	0.1006	2.8166426	0.2834305	684.31	PEX13	peroxisomal biogenesis factor 13
7746	2.58e-02	4.85e-03	0.1145	2.8165129	0.3224343	428.9	ZSCAN9	zinc finger and SCAN domain containing 9
154091	2.60e-02	4.89e-03	0.7829	-2.8144164	-2.2033566	359.54	SLC2A12	solute carrier family 2 member 12
107984036	2.61e-02	4.91e-03	0.2583	2.8128614	0.7265611	26.39	RAB33B-AS1	RAB33B antisense RNA 1
56097	2.63e-02	4.94e-03	0.2663	-2.8108905	-0.7485381	187.21	PCDHGC5	protocadherin gamma subfamily C, 5
8896	2.63e-02	4.95e-03	0.0629	2.8103916	0.1768938	1766.75	BUD31	BUD31 homolog
1349	2.63e-02	4.95e-03	0.1169	-2.8103322	-0.3284731	4067.25	COX7B	cytochrome c oxidase subunit 7B
4133	2.63e-02	4.95e-03	0.2629	2.8100077	0.7386792	6507.07	MAP2	microtubule associated protein 2
9960	2.63e-02	4.95e-03	0.0841	-2.8099659	-0.2363243	725.48	USP3	ubiquitin specific peptidase 3
51073	2.63e-02	4.96e-03	0.1365	-2.8098038	-0.383463	4300.43	MRPL4	mitochondrial ribosomal protein L4
4793	2.63e-02	4.96e-03	0.1488	2.8096156	0.4181704	1153.01	NFKBIB	NFKB inhibitor beta
493856	2.64e-02	4.97e-03	0.3046	2.8087736	0.8554979	597.38	CISD2	CDGSH iron sulfur domain 2
64598	2.64e-02	4.98e-03	0.147	-2.8086047	-0.412808	712.05	MOSPD3	motile sperm domain containing 3
9368	2.64e-02	4.98e-03	0.1483	-2.8082559	-0.4164888	2206.58	NHERF1	NHERF family PDZ scaffold protein 1
7371	2.64e-02	4.98e-03	0.0777	2.8080496	0.2180953	2510.54	UCK2	uridine-cytidine kinase 2
80746	2.65e-02	4.99e-03	0.0712	2.8077453	0.1999397	553.23	TSEN2	tRNA splicing endonuclease subunit 2
6936	2.65e-02	4.99e-03	0.1027	2.8073742	0.2882647	1013.4	GCFC2	GC-rich sequence DNA-binding factor 2
1174	2.66e-02	5.01e-03	0.2818	-2.8060822	-0.7908494	4470.24	AP1S1	adaptor related protein complex 1 subunit sigma 1
7626	2.66e-02	5.02e-03	0.2214	-2.8058845	-0.6212554	384.18	ZNF75D	zinc finger protein 75D
26750	2.66e-02	5.03e-03	0.0766	2.8051613	0.2149965	1516.13	RPS6KC1	ribosomal protein S6 kinase C1
9787	2.67e-02	5.04e-03	0.3235	2.8047755	0.9072114	878.82	DLGAP5	DLG associated protein 5
4939	2.67e-02	5.04e-03	1.1095	-2.8045209	-3.1116807	30.87	OAS2	2'-5'-oligoadenylate synthetase 2
10771	2.68e-02	5.06e-03	0.1392	2.8029685	0.3901688	2155.5	ZMYND11	zinc finger MYND-type containing 11
54934	2.68e-02	5.06e-03	0.0827	2.8032223	0.231764	1201.88	KANSL2	KAT8 regulatory NSL complex subunit 2
283416	2.68e-02	5.06e-03	0.2095	2.8031125	0.5873302	54.75	LINC01465	long intergenic non-protein coding RNA 1465
23594	2.68e-02	5.06e-03	0.2724	2.8029876	0.7634228	568.26	ORC6	origin recognition complex subunit 6
121268	2.69e-02	5.09e-03	0.5091	2.8010189	1.425992	78.86	RHEBL1	RHEB like 1
60436	2.69e-02	5.10e-03	0.1655	2.8009577	0.4635573	1174.11	TGIF2	TGFB induced factor homeobox 2
6576	2.69e-02	5.09e-03	0.1671	-2.8010755	-0.4680489	3027.89	SLC25A1	solute carrier family 25 member 1
217	2.69e-02	5.10e-03	0.7703	-2.8008574	-2.1573891	1168.77	ALDH2	aldehyde dehydrogenase 2 family member
54558	2.69e-02	5.10e-03	0.2746	2.8007384	0.7690023	230.1	SPATA6	spermatogenesis associated 6
112268460	2.69e-02	5.10e-03	0.2335	2.800448	0.6540051	350.23	LOC112268460	uncharacterized LOC112268460
2766	2.70e-02	5.11e-03	1.3028	-2.8000764	-3.6479049	60.17	GMPR	guanosine monophosphate reductase
3035	2.70e-02	5.11e-03	0.1257	2.7998457	0.3520628	5395.89	HARS1	histidyl-tRNA synthetase 1
107984034	2.70e-02	5.11e-03	0.3067	2.7998013	0.8587715	16.06	LOC107984034	uncharacterized LOC107984034
641371	2.70e-02	5.13e-03	0.1944	2.7990283	0.5441883	482.22	ACOT1	acyl-CoA thioesterase 1
55120	2.71e-02	5.13e-03	0.165	2.7984549	0.461804	385.03	FANCL	FA complementation group L
51371	2.71e-02	5.14e-03	0.1065	2.7983495	0.2980117	3275.82	POMP	proteasome maturation protein
26790	2.71e-02	5.14e-03	0.0875	-2.798026	-0.2448155	248.61	SNORD58B	small nucleolar RNA, C/D box 58B
79718	2.72e-02	5.16e-03	0.4531	-2.7970132	-1.2672962	2349.86	TBL1XR1	TBL1X/Y related 1
101927974	2.72e-02	5.18e-03	0.2689	2.7958186	0.7517846	80.77	CBLL1-AS1	CBLL1 antisense RNA 1
10873	2.73e-02	5.20e-03	0.8804	-2.7945884	-2.4604141	26.76	ME3	malic enzyme 3
146909	2.74e-02	5.20e-03	0.3513	2.7943696	0.9816365	1183.48	KIF18B	kinesin family member 18B
133308	2.74e-02	5.21e-03	0.1265	2.7939209	0.3533654	781.57	SLC9B2	solute carrier family 9 member B2
140711	2.74e-02	5.21e-03	0.2003	-2.7938235	-0.5595083	96.45	TLDC2	TBC/LysM-associated domain containing 2
7414	2.74e-02	5.21e-03	0.2063	-2.7934509	-0.5762242	22352.1	VCL	vinculin
127281	2.74e-02	5.22e-03	0.1477	-2.7933517	-0.4124765	687.77	PRXL2B	peroxiredoxin like 2B
28976	2.74e-02	5.22e-03	0.0512	-2.7931603	-0.1430673	1478.61	ACAD9	acyl-CoA dehydrogenase family member 9
118	2.74e-02	5.22e-03	0.0935	-2.7932265	-0.2612171	8757.63	ADD1	adducin 1
125228	2.74e-02	5.23e-03	0.0945	-2.7927436	-0.2639637	499.32	FAM210A	family with sequence similarity 210 member A
10683	2.75e-02	5.25e-03	0.1768	2.7912598	0.4936195	265.66	DLL3	delta like canonical Notch ligand 3
10254	2.76e-02	5.26e-03	0.1607	2.7908256	0.4485116	1171.27	STAM2	signal transducing adaptor molecule 2
7227	2.76e-02	5.26e-03	0.4529	-2.7906551	-1.2639377	525.32	TRPS1	transcriptional repressor GATA binding 1
83716	2.78e-02	5.30e-03	0.6073	-2.7884804	-1.6933988	268.85	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
11163	2.78e-02	5.30e-03	0.4274	-2.7880552	-1.1916026	1280.85	NUDT4	nudix hydrolase 4
6429	2.79e-02	5.32e-03	0.0577	2.7868333	0.1607915	2613.71	SRSF4	serine and arginine rich splicing factor 4
8682	2.80e-02	5.34e-03	0.3355	-2.7856358	-0.9346959	12293.27	PEA15	proliferation and apoptosis adaptor protein 15
91687	2.80e-02	5.35e-03	0.1943	2.7850927	0.5411344	220.32	CENPL	centromere protein L
26112	2.81e-02	5.38e-03	0.3586	-2.7835753	-0.9983052	257.07	CCDC69	coiled-coil domain containing 69
701	2.82e-02	5.38e-03	0.3344	2.7833964	0.930814	1238.65	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
56954	2.82e-02	5.39e-03	0.0781	2.7829897	0.2172731	2228.11	NIT2	nitrilase family member 2
104326193	2.83e-02	5.41e-03	0.371	2.7818268	1.0321961	32.37	DLX2-DT	DLX2 divergent transcript
11222	2.83e-02	5.40e-03	0.0722	2.7819575	0.2008403	3436.04	MRPL3	mitochondrial ribosomal protein L3
79884	2.83e-02	5.40e-03	0.1519	2.781877	0.4224743	521.72	MAP9	microtubule associated protein 9
107985139	2.84e-02	5.43e-03	0.1336	2.780229	0.3715501	220.02	LOC107985139	
105371809	2.86e-02	5.47e-03	0.4938	-2.7781323	-1.371847	15.27	LINC02086	long intergenic non-protein coding RNA 2086
1739	2.86e-02	5.47e-03	0.1749	-2.777829	-0.4859269	1595.87	DLG1	discs large MAGUK scaffold protein 1
9609	2.86e-02	5.47e-03	0.2557	2.7778699	0.7103048	874.08	RAB36	RAB36, member RAS oncogene family
25845	2.86e-02	5.47e-03	0.0819	2.7777105	0.2275254	438.11	PP7080	uncharacterized LOC25845
85464	2.86e-02	5.48e-03	0.1026	-2.7774626	-0.2850434	1136.84	SSH2	slingshot protein phosphatase 2
25911	2.87e-02	5.49e-03	0.1008	2.7766426	0.2798153	926.92	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
841	2.87e-02	5.51e-03	0.3824	-2.775561	-1.0612857	178.92	CASP8	caspase 8
197258	2.87e-02	5.51e-03	0.135	-2.7755658	-0.3748116	938.21	FCSK	fucose kinase
22997	2.89e-02	5.55e-03	0.2551	-2.7730921	-0.7074771	222.96	IGSF9B	immunoglobulin superfamily member 9B
10269	2.90e-02	5.57e-03	0.1234	2.7722296	0.3419802	1326.47	ZMPSTE24	zinc metallopeptidase STE24
8358	2.91e-02	5.58e-03	0.7064	2.7713997	1.9578089	48.56	H3C2	H3 clustered histone 2
2583	2.91e-02	5.58e-03	0.3764	2.7712736	1.0430108	3922.99	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
1627	2.91e-02	5.59e-03	0.085	-2.7706262	-0.2355502	20900.69	DBN1	drebrin 1
81576	2.92e-02	5.61e-03	0.0652	-2.7700185	-0.1807204	1004.7	YJU2B	YJU2 splicing factor homolog B
100507065	2.93e-02	5.63e-03	0.493	-2.768814	-1.3651577	21.65	MSRB3-AS1	MSRB3 antisense RNA 1
10025	2.93e-02	5.63e-03	0.0918	-2.7685508	-0.2541018	2402.33	MED16	mediator complex subunit 16
24137	2.93e-02	5.64e-03	0.2499	2.7678821	0.6917476	943.75	KIF4A	kinesin family member 4A
5519	2.94e-02	5.65e-03	0.1142	-2.7673159	-0.3161016	1337.33	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
8496	2.94e-02	5.65e-03	0.1535	-2.7672409	-0.4248804	4118.03	PPFIBP1	PPFIA binding protein 1
3958	2.94e-02	5.65e-03	0.3158	-2.7674033	-0.8738129	1574.43	LGALS3	galectin 3
23097	2.94e-02	5.66e-03	0.2856	-2.7669212	-0.7902136	888.66	CDK19	cyclin dependent kinase 19
